#SampleID	AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	region	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	isolation_source_s	lat_lon_s	misc_param_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	geo_loc_name_s	host_s
SRR5380443	250	SAMN06566714	SRX2675670	MXL1.6	MX	3/27/17	75	39	3/27/17	SRR5380443	SRS2074013	MXL1.6	2014-06-15T03:20:00	Leaf	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380444	250	SAMN06566715	SRX2675671	MXL1.20	MX	3/27/17	0	0	3/27/17	SRR5380444	SRS2074014	MXL1.20	2014-06-15T03:20:00	Leaf	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380445	250	SAMN06566713	SRX2675672	MXL1.1	MX	3/27/17	0	0	3/27/17	SRR5380445	SRS2074015	MXL1.1	2014-06-15T03:20:00	Leaf	30.419675 N 115.9641889 W	ZenSite:MX	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380446	250	SAMN06566878	SRX2675673	MAW2.6	MA	3/27/17	1	1	3/27/17	SRR5380446	SRS2074016	MAW2.6	2014-06-18T08:00:00	Water	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380447	250	SAMN06566879	SRX2675674	MAW2.20	MA	3/27/17	3	2	3/27/17	SRR5380447	SRS2074017	MAW2.20	2014-06-18T08:00:00	Water	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380448	250	SAMN06566877	SRX2675675	MAW2.1	MA	3/27/17	0	0	3/27/17	SRR5380448	SRS2074018	MAW2.1	2014-06-18T08:00:00	Water	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380449	250	SAMN06566866	SRX2675676	MAW1.6	MA	3/27/17	7	4	3/27/17	SRR5380449	SRS2074019	MAW1.6	2014-06-15T07:35:00	Water	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380450	250	SAMN06566867	SRX2675677	MAW1.20	MA	3/27/17	0	0	3/27/17	SRR5380450	SRS2074020	MAW1.20	2014-06-15T07:35:00	Water	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380451	250	SAMN06566865	SRX2675678	MAW1.1	MA	3/27/17	0	0	3/27/17	SRR5380451	SRS2074021	MAW1.1	2014-06-15T07:35:00	water	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380452	250	SAMN06566875	SRX2675679	MAS2.6	MA	3/27/17	0	0	3/27/17	SRR5380452	SRS2074022	MAS2.6	2014-06-18T08:00:00	Sediment	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380453	250	SAMN06566876	SRX2675680	MAS2.20	MA	3/27/17	0	0	3/27/17	SRR5380453	SRS2074023	MAS2.20	2014-06-18T08:00:00	Sediment	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380454	250	SAMN06566874	SRX2675681	MAS2.1	MA	3/27/17	0	0	3/27/17	SRR5380454	SRS2074024	MAS2.1	2014-06-18T08:00:00	Sediment	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380455	250	SAMN06566863	SRX2675682	MAS1.6	MA	3/27/17	0	0	3/27/17	SRR5380455	SRS2074025	MAS1.6	2014-06-15T07:35:00	Sediment	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380456	250	SAMN06566864	SRX2675683	MAS1.20	MA	3/27/17	0	0	3/27/17	SRR5380456	SRS2074027	MAS1.20	2014-06-15T07:35:00	Sediment	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380457	250	SAMN06566862	SRX2675684	MAS1.1	MA	3/27/17	0	0	3/27/17	SRR5380457	SRS2074026	MAS1.1	2014-06-15T07:35:00	Sediment	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380458	250	SAMN06566872	SRX2675685	MAR2.6	MA	3/27/17	0	0	3/27/17	SRR5380458	SRS2074028	MAR2.6	2014-06-18T08:00:00	Roots	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380459	250	SAMN06566873	SRX2675686	MAR2.20	MA	3/27/17	0	0	3/27/17	SRR5380459	SRS2074029	MAR2.20	2014-06-18T08:00:00	Roots	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380460	250	SAMN06566871	SRX2675687	MAR2.1	MA	3/27/17	0	0	3/27/17	SRR5380460	SRS2074030	MAR2.1	2014-06-18T08:00:00	Roots	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380461	250	SAMN06566860	SRX2675688	MAR1.6	MA	3/27/17	0	0	3/27/17	SRR5380461	SRS2074031	MAR1.6	2014-06-15T07:35:00	Roots	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380462	250	SAMN06566861	SRX2675689	MAR1.20	MA	3/27/17	0	0	3/27/17	SRR5380462	SRS2074032	MAR1.20	2014-06-15T07:35:00	Roots	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380463	250	SAMN06566859	SRX2675690	MAR1.1	MA	3/27/17	0	0	3/27/17	SRR5380463	SRS2074033	MAR1.1	2014-06-15T07:35:00	Roots	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380464	250	SAMN06566869	SRX2675691	MAL2.6	MA	3/27/17	0	0	3/27/17	SRR5380464	SRS2074034	MAL2.6	2014-06-18T08:00:00	Leaf	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382538	250	SAMN06566755	SRX2677677	SFS2.1	SF	3/28/17	0	0	3/28/17	SRR5382538	SRS2073840	SFS2.1	2014-07-12T05:00:00	Sediment	37.978118 N 122.405941 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382539	250	SAMN06566741	SRX2677678	SFR1.6	SF	3/28/17	74	44	3/28/17	SRR5382539	SRS2073847	SFR1.6	2014-07-10T04:00:00	Roots	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382540	250	SAMN06566750	SRX2677679	SFL2.6	SF	3/28/17	2	1	3/28/17	SRR5382540	SRS2073850	SFL2.6	2014-07-12T05:00:00	Leaf	37.978118 N 122.405941 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382541	250	SAMN06566749	SRX2677680	SFL2.1	SF	3/28/17	1	0	3/28/17	SRR5382541	SRS2073852	SFL2.1	2014-07-12T05:00:00	Leaf	37.978118 N 122.405941 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382542	250	SAMN06566738	SRX2677681	SFL1.6	SF	3/28/17	2	1	3/28/17	SRR5382542	SRS2073853	SFL1.6	2014-07-10T04:00:00	Leaf	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382543	250	SAMN06566739	SRX2677682	SFL1.20	SF	3/28/17	0	0	3/28/17	SRR5382543	SRS2073854	SFL1.20	2014-07-10T04:00:00	Leaf	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382544	250	SAMN06566737	SRX2677683	SFL1.1	SF	3/28/17	3	1	3/28/17	SRR5382544	SRS2073855	SFL1.1	2014-07-10T04:00:00	Leaf	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382545	250	SAMN06566663	SRX2677684	SDW2.6	SD	3/28/17	3	1	3/28/17	SRR5382545	SRS2073856	SDW2.6	2014-06-04T12:00:00	Water	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382546	250	SAMN06566652	SRX2677685	SDW1.20	SD	3/28/17	3	2	3/28/17	SRR5382546	SRS2073859	SDW1.20	2014-05-28T15:00:00	Water	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382547	250	SAMN06566647	SRX2677686	SDS1.1	SD	3/28/17	11	6	3/28/17	SRR5382547	SRS2073867	SDS1.1	2014-05-28T15:00:00	Sediment	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382548	250	SAMN06566645	SRX2677687	SDR1.6	SD	3/28/17	1	0	3/28/17	SRR5382548	SRS2073870	SDR1.6	2014-05-28T15:00:00	Roots	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382549	250	SAMN06566644	SRX2677688	SDR1.1	SD	3/28/17	2	1	3/28/17	SRR5382549	SRS2073873	SDR1.1	2014-05-28T15:00:00	Roots	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382550	250	SAMN06566653	SRX2677689	SDL2.1	SD	3/28/17	6	3	3/28/17	SRR5382550	SRS2073876	SDL2.1	2014-06-04T12:00:00	Leaf	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382551	250	SAMN06566464	SRX2677690	QUW2.6	QU	3/28/17	0	0	3/28/17	SRR5382551	SRS2073879	QUW2.6	2014-06-13T09:00:00	Water	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382552	250	SAMN06566463	SRX2677691	QUW2.1	QU	3/28/17	8	6	3/28/17	SRR5382552	SRS2073882	QUW2.1	2014-06-13T09:00:00	Water	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382553	250	SAMN06566452	SRX2677692	QUW1.6	QU	3/28/17	1	1	3/28/17	SRR5382553	SRS2073883	QUW1.6	2014-06-12T08:45:00	Water	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382554	250	SAMN06566449	SRX2677693	QUS1.6	QU	3/28/17	0	0	3/28/17	SRR5382554	SRS2073889	QUS1.6	2014-06-12T08:45:00	Sediment	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382555	250	SAMN06566455	SRX2677694	QUL2.6	QU	3/28/17	0	0	3/28/17	SRR5382555	SRS2073898	QUL2.6	2014-06-13T09:00:00	Leaf	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5382557	250	SAMN06566454	SRX2677696	QUL2.1	QU	3/28/17	97	61	3/28/17	SRR5382557	SRS2073899	QUL2.1	2014-06-13T09:00:00	Leaf	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380154	250	SAMN06566585	SRX2675384	WAW2.6	WA	3/27/17	0	0	3/27/17	SRR5380154	SRS2074486	WAW2.6	2014-06-13T11:40:00	Water	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380155	250	SAMN06566586	SRX2675385	WAW2.20	WA	3/27/17	1	0	3/27/17	SRR5380155	SRS2074484	WAW2.20	2014-06-13T11:40:00	Water	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380156	250	SAMN06566584	SRX2675386	WAW2.1	WA	3/27/17	0	0	3/27/17	SRR5380156	SRS2074485	WAW2.1	2014-06-13T11:40:00	Water	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380157	250	SAMN06566573	SRX2675387	WAW1.6	WA	3/27/17	1	0	3/27/17	SRR5380157	SRS2074487	WAW1.6	2014-06-27T10:00:00	Water	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380158	250	SAMN06566574	SRX2675388	WAW1.20	WA	3/27/17	2	1	3/27/17	SRR5380158	SRS2074488	WAW1.20	2014-06-27T10:00:00	Water	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380159	250	SAMN06566572	SRX2675389	WAW1.1	WA	3/27/17	1	0	3/27/17	SRR5380159	SRS2074489	WAW1.1	2014-06-27T10:00:00	Water	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380160	250	SAMN06566582	SRX2675390	WAS2.6	WA	3/27/17	0	0	3/27/17	SRR5380160	SRS2074490	WAS2.6	2014-06-13T11:40:00	Sediment	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380161	250	SAMN06566583	SRX2675391	WAS2.20	WA	3/27/17	0	0	3/27/17	SRR5380161	SRS2074491	WAS2.20	2014-06-13T11:40:00	Sediment	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380162	250	SAMN06566581	SRX2675392	WAS2.1	WA	3/27/17	0	0	3/27/17	SRR5380162	SRS2074492	WAS2.1	2014-06-13T11:40:00	Sediment	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380163	250	SAMN06566570	SRX2675393	WAS1.6	WA	3/27/17	5	3	3/27/17	SRR5380163	SRS2074493	WAS1.6	2014-06-27T10:00:00	Sediment	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380164	250	SAMN06566571	SRX2675394	WAS1.20	WA	3/27/17	42	25	3/27/17	SRR5380164	SRS2074495	WAS1.20	2014-06-27T10:00:00	Sediment	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380165	250	SAMN06566569	SRX2675395	WAS1.1	WA	3/27/17	16	9	3/27/17	SRR5380165	SRS2074494	WAS1.1	2014-06-27T10:00:00	Sediment	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380166	250	SAMN06566579	SRX2675396	WAR2.6	WA	3/27/17	5	3	3/27/17	SRR5380166	SRS2074496	WAR2.6	2014-06-13T11:40:00	Roots	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380167	250	SAMN06566580	SRX2675397	WAR2.20	WA	3/27/17	0	0	3/27/17	SRR5380167	SRS2074497	WAR2.20	2014-06-13T11:40:00	Roots	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380168	250	SAMN06566578	SRX2675398	WAR2.1	WA	3/27/17	4	2	3/27/17	SRR5380168	SRS2074498	WAR2.1	2014-06-13T11:40:00	Roots	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380169	250	SAMN06566567	SRX2675399	WAR1.6	WA	3/27/17	0	0	3/27/17	SRR5380169	SRS2074499	WAR1.6	2014-06-27T10:00:00	Roots	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380170	250	SAMN06566568	SRX2675400	WAR1.20	WA	3/27/17	0	0	3/27/17	SRR5380170	SRS2074500	WAR1.20	2014-06-27T10:00:00	Roots	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380171	250	SAMN06566566	SRX2675401	WAR1.1	WA	3/27/17	0	0	3/27/17	SRR5380171	SRS2074501	WAR1.1	2014-06-27T10:00:00	Roots	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380172	250	SAMN06566576	SRX2675402	WAL2.6	WA	3/27/17	0	0	3/27/17	SRR5380172	SRS2074502	WAL2.6	2014-06-13T11:40:00	Leaf	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380173	250	SAMN06566577	SRX2675403	WAL2.20	WA	3/27/17	0	0	3/27/17	SRR5380173	SRS2074503	WAL2.20	2014-06-13T11:40:00	Leaf	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380174	250	SAMN06566575	SRX2675404	WAL2.1	WA	3/27/17	3	2	3/27/17	SRR5380174	SRS2074504	WAL2.1	2014-06-13T11:40:00	Leaf	47.809 N 122.815 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380175	250	SAMN06566564	SRX2675405	WAL1.6	WA	3/27/17	0	0	3/27/17	SRR5380175	SRS2074505	WAL1.6	2014-06-27T10:00:00	Leaf	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380176	250	SAMN06566565	SRX2675406	WAL1.20	WA	3/27/17	0	0	3/27/17	SRR5380176	SRS2074506	WAL1.20	2014-06-27T10:00:00	Leaf	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380177	250	SAMN06566563	SRX2675407	WAL1.1	WA	3/27/17	0	0	3/27/17	SRR5380177	SRS2074507	WAL1.1	2014-06-27T10:00:00	Leaf	46.474 N 124.028 W	ZenSite:WA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380465	250	SAMN06566870	SRX2675692	MAL2.20	MA	3/27/17	0	0	3/27/17	SRR5380465	SRS2074035	MAL2.20	2014-06-18T08:00:00	Leaf	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380466	250	SAMN06566868	SRX2675693	MAL2.1	MA	3/27/17	0	0	3/27/17	SRR5380466	SRS2074036	MAL2.1	2014-06-18T08:00:00	Leaf	42.59697 N 70.6556 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380467	250	SAMN06566857	SRX2675694	MAL1.6	MA	3/27/17	0	0	3/27/17	SRR5380467	SRS2074037	MAL1.6	2014-06-15T07:35:00	Leaf	42.42014 N 70.91544 W	ZenSite:MA	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
